Time,CHDMC006,CHSWP003,CHVCT000,OLD_MID,ROLD024,ROLD059,RSAC064,RSAC075,RSAC081,RSAC092,RSAN007,RSAN018,RSAN032,RSAN037,RSAN058,RSAN072,RSMKL008,SLCBN002,SLDUT007,SLMZU011,SLMZU025,SLSUS012,SLTRM004
1/18/1990,417.2894514,172.072219,91.58009481,1071.209071,107.2635079,1088.063773,7046.660665,2414.019646,755.0359379,158.0519303,847.2309271,321.5408243,139.5443254,116.1287768,52.57642241,435.9014629,171.1825137,1739.941275,219.144805,1677.490095,897.3159307,2254.405204,172.4901268
1/19/1990,347.5863609,246.013358,95.85674183,1041.598701,118.4241121,1070.511209,6838.282476,2237.079595,711.108228,154.3656802,766.1668517,352.5660114,135.6478849,124.8770769,56.7663132,450.8176486,167.6779202,1596.490303,234.1795135,1238.284514,792.4832993,2141.045113,178.9203704
1/20/1990,325.2564539,300.4724662,100.6738855,1031.070919,129.9912996,1050.377397,8097.641683,2515.191758,812.2787549,158.871338,671.5167844,415.0092643,139.3273146,132.5799181,62.4213798,403.7667073,153.5338068,1559.227604,253.2233273,1000.503983,841.9079596,2064.191181,187.7510757
1/21/1990,340.5676836,304.1149423,106.0173565,1068.721993,141.1551859,1032.549596,9020.162783,2884.597349,975.1300265,172.0034887,602.2774188,449.5238093,149.4445662,138.9919508,67.53557245,347.9544484,146.1166159,1471.627017,267.6521146,932.9070543,939.7105217,1951.638111,203.999873
1/22/1990,330.2335305,284.8252345,112.1162012,1089.886606,152.4761449,1044.796726,10138.4052,3460.831467,1238.781622,195.585031,614.9957183,455.6571539,161.3081344,146.6862696,72.17017464,313.8464999,148.6311057,1546.975266,282.911214,952.2789555,1095.892017,1815.422087,226.9339436
1/23/1990,405.7898691,319.365773,119.006966,1079.527495,166.2466524,1057.283737,10515.65118,3922.213097,1523.142781,231.5363296,646.9177475,420.5514674,170.7561714,153.3516115,75.62304175,321.8492368,164.2357512,1594.939857,294.656103,1041.84282,1327.394498,1693.584293,239.446726
1/24/1990,405.1902417,315.6205085,126.0214221,1085.103821,179.8684978,1060.323897,11531.55493,4457.483335,1873.345488,273.2508138,739.7939831,395.1858953,178.9708864,162.5917794,79.50706728,284.0747681,172.4636861,1534.570069,305.3033414,1191.801973,1588.176184,1612.456935,245.4107993
1/25/1990,401.3518287,316.7610455,133.2426111,1066.211917,191.7296867,1064.914875,11078.28743,5005.293987,2284.167833,324.8813265,886.4187956,379.0997055,182.6844459,169.4011348,82.80530278,280.0397115,176.1604236,1535.777147,311.6203241,1386.9644,1902.654297,1600.019508,251.5620589
1/26/1990,410.5585737,312.016511,140.1140626,1116.515681,203.0733592,1038.461541,11582.48516,5856.949956,2979.583569,421.2782421,1183.746599,387.2308661,193.1018071,177.6986149,87.55458887,260.0377634,174.5637498,1934.593662,317.1424239,1625.25301,2365.785435,1684.009538,266.7486679
1/27/1990,453.5533059,322.6514964,147.2586959,1150.459821,211.7873122,1071.641164,11017.69527,5689.789886,2880.026845,420.9625848,1154.923176,362.2895441,198.4516365,182.3652337,88.49740585,288.9230819,179.4345148,1656.192499,315.7798913,1979.494857,2643.393389,1663.223236,261.5337369
1/28/1990,422.6286356,302.8404098,153.4622547,1186.08867,219.824533,1099.74454,11445.26478,6231.360743,3368.201742,508.7089745,1396.745874,377.9997238,204.7244997,189.5711635,91.66768654,323.2396983,190.1804007,1703.062996,319.816761,2289.723473,2696.624306,1758.943118,270.2533716
1/29/1990,423.2695444,288.9031908,159.4058658,1168.238283,227.1711971,1157.629627,11951.24758,7061.492078,4091.605853,663.0216808,1811.709496,426.9882193,209.7672537,197.2176353,96.79679974,290.1245023,194.2524549,2050.740381,325.2761978,2465.520304,3221.266988,1987.794122,296.9202836
1/30/1990,413.4286286,283.4965967,166.1547413,1147.306292,234.8633501,1165.06251,12520.86597,8138.377136,5114.227253,960.9137936,2476.752107,542.4878085,220.6585457,206.4085247,103.7573814,233.6807469,192.6010075,2948.767778,338.5113719,2829.686951,4108.664004,2297.700109,357.6837228
1/31/1990,492.1590036,334.8467773,173.0104399,1142.68064,243.2780054,1173.114484,12171.34249,8236.238739,5155.762657,990.4757071,2643.630737,590.9473499,224.5757383,211.9945827,107.0712024,214.7248623,197.6021605,2640.78841,355.7833074,3542.960498,5024.611013,2353.167427,378.9761848
